date,massif,orientation,secteur,lat_depart,lon_depart,pente,activite
28 décembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,SE,Ubaye ,44.47228,6.723654,40°/45° sur 700m,"rien de récent, des petites plaques ici ou là en versants froids, mais assez friables."
28 décembre 2018 ,Beaufortain,SE,Vallée de l'Arve ,45.8139,06.7199,200m à 35°,Coulée légère en versant sud à partir de 1800m. Rien de bien méchant.
28 décembre 2018 ,Bornes - Aravis,NW,Borne-Fier ,45.9231,06.4836,>35°/150m.,RAS pendant la sortie.
28 décembre 2018 ,Mont Blanc,NE,Vallée de l'Arve ,46.0037,6.9467,45/100m. sous le sommet,"rien n'a bougé dans ce vallon et tout à l'air bien stable, il a l'air d'avoir plus jusque très haut!"
28 décembre 2018 ,Queyras - Alpes Cozie N,E,Ubaye ,44.58583,6.82528,pass.55° ; 50°/300m,"RAS, pas d'instabilité vue"
28 décembre 2018 ,Beaufortain,N,Tarentaise ,45.5805,06.6526,40°,Rien vue de significatif
28 décembre 2018 ,Queyras - Alpes Cozie N,NE,Queyras ,44.69759,6.85885,30° maxi,RAS
28 décembre 2018 ,Bornes - Aravis,SE,Val d'Arly ,45.8649,06.4886,45°/100 puis 40°/200m,"RAS, quelques glaçons qui dévalent au moment du dégel."
28 décembre 2018 ,Alpes Grées S,NE,Valle Di Lanzo ,45.35679,7.22428,< 40,rien vu.Tout á purger depuis longtemps
28 décembre 2018 ,Devoluy,E,Devoluy ,44.6656,05.9468,35° maxi,ras
28 décembre 2018 ,Belledonne,SE,Grésivaudan ,45.24319,5.979609,35°,RAS
28 décembre 2018 ,Ecrins,E,"Haute Durance, Briançonnais ",44.8277,6.4844,40° sur 150m - Pente soutenue sur 1000m,RAS sur itinéraire  / mais effets de vent sur la partie finale
28 décembre 2018 ,Queyras - Alpes Cozie N,NW,Queyras ,44.82183,6.94309,35° sur 200 m,RAS
28 décembre 2018 ,Queyras - Alpes Cozie N,NE,"Haute Durance, Briançonnais ",44.87193,6.63119,32° sur 100m,RAS
28 décembre 2018 ,Grandes Rousses - Arves,SE,Oisans ,45.1683,06.0948,42° sur 200m,RAS
28 décembre 2018 ,Beaufortain,E,Beaufortain ,45.69559,6.555061,30° à la fin,RAS
28 décembre 2018 ,Grandes Rousses - Arves,T,Oisans ,45.1683,06.0948,30-35° / 100m°,néant
28 décembre 2018 ,Lauzière - Cheval Noir,S,Maurienne ,45.2513,06.4721,Quelques pentes à 40°,"RAS, tout est purgé dans les faces sud et ouest"
27 décembre 2018 ,Cerces - Thabor - Mont Cenis,SE,"Haute Durance, Briançonnais ",45.01942,6.606645,30° court passage à 35°,ras
27 décembre 2018 ,Cerces - Thabor - Mont Cenis,S,"Haute Durance, Briançonnais ",45.01985,6.63029,35°,rien
27 décembre 2018 ,Belledonne,S,Grésivaudan ,45.24319,5.979609,35 - 40° sur 100m,RAS
27 décembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,T,Ubaye ,44.5930,06.8424,37/200 m bas du vallon de Teste,RAS
27 décembre 2018 ,Chablais - Faucigny,S,Faucigny ,46.1613,06.5568,30° sur 100 mètres sous le sommet,RAS
27 décembre 2018 ,Ecrins,NE,Oisans ,45.02064,6.369409,40° maxi,"rien observé, une couche de quelques cm sans cohésion sous 1m20 de neige poudreuse tassé consistante 2500m"
27 décembre 2018 ,Lauzière - Cheval Noir,SE,Maurienne ,45.4230,6.3596,35 °,"RAS ce jour, par contre la face de l'Allouette est ravagée, voir photo"
27 décembre 2018 ,Alpes Grées S,NE,Valle Di Lanzo ,45.29503,7.21742,Passage délicat en neige dure dans couloir Arnas ,RAS
27 décembre 2018 ,Cerces - Thabor - Mont Cenis,N,"Haute Durance, Briançonnais ",44.95554,6.67754,30° court passage à 35°,RAS
27 décembre 2018 ,Bornes - Aravis,SW,Borne-Fier ,45.8373,06.4159,40° sur 150m,RAS
27 décembre 2018 ,Mercantour - Alpes Maritimes Italiennes,N,Tinée ,44.18351,7.162377,faible,"RAS, quelques corniches en expo SW ainsi que des vagues du au vent en expo SW dans des pentes à 30°"
27 décembre 2018 ,Grandes Rousses - Arves,SE,Oisans ,45.1683,06.0948,42° sur 200m,RAS
27 décembre 2018 ,Préalpes de Digne,S,,,,30-35°/300m ,des morceaux de croûtes dans certains virages... RAS sinon.
27 décembre 2018 ,Beaufortain,S,Tarentaise ,45.5924,06.6708,380m à 35°,Ras
27 décembre 2018 ,Beaufortain,SW,Tarentaise ,45.5924,06.6708,"<25° à la montée, 30° en descente",rien vu ce jour. Purge importante sur le versant Est du Rosset.
27 décembre 2018 ,Haut Giffre - Aiguilles Rouges,W,Faucigny ,46.1125,06.7503,30°,Ras vu le peu de neige
27 décembre 2018 ,Devoluy,SE,Devoluy ,44.6719,05.8567,30°/35° sur 300m,ras
26 décembre 2018 ,Devoluy,SE,Devoluy ,44.6719,05.8567,30°/35° sur 300m,RAS
26 décembre 2018 ,Chablais - Faucigny,N,Chablais ,46.2143,06.7614,"35°, passage court à 40°",RAS
26 décembre 2018 ,Vercors,SE,Trièves Dévoluy ,44.9900,05.5950,passages à 45°,Ras
26 décembre 2018 ,Lauzière - Cheval Noir,SE,Tarentaise ,45.4991,06.4317,32°/250m,"Ras ce jour, anciennes coulées de fond classique exposées Est et Sud, sur pente raide."
26 décembre 2018 ,Ecrins,S,Champsaur ,44.6891,06.1663,30°,RAS
26 décembre 2018 ,Bornes - Aravis,NW,Borne-Fier ,45.9231,06.4836,>35°/150m.,"aucune, quelques glaçons qui déballent la derniere pente juste sous le trou."
26 décembre 2018 ,Mercantour - Alpes Maritimes Italiennes,T,Val Gesso et Vermenagna (Alpi Marittime) ,44.20826,7.273421,40° et plusieurs petits passages à 45°,rien du tout
26 décembre 2018 ,Queyras - Alpes Cozie N,T,Queyras ,44.71893,6.90379,30/35° ,RAS mais gaffe à la corniche sous le sommet qui se fissure.
26 décembre 2018 ,Beaufortain,SW,Tarentaise ,45.5590,06.5241,35° maxi ,"aucune activité avalancheuse observée ce jour, pas de transport de neige par le vent (bien trop faible). Quelques cassures (30 à 50 cm pour l'épaisseur) dans les pentes Nord dominant le Boulissoir de Fontany, en face Ouest de la Pointe du Col et dans les pentes raides orientées Ouest sous le Plan de la Cailla. Elles sont probablement descendues pendant l'épisode pluvieux. Quelques plaques de fond aux endroits habituels (sur l'Orgère notamment)."
26 décembre 2018 ,Beaufortain,S,Tarentaise ,45.5367,06.5796,30,"rien vu ce jour, nombreuses plaques de fond parties dans les alpages raides exposés Est"
26 décembre 2018 ,Grandes Rousses - Arves,SW,Oisans ,45.0899,6.0842,Passages à 35/40°,RAS
26 décembre 2018 ,Grandes Rousses - Arves,SE,Oisans ,45.1683,06.0948,"30°, 35° par endroits",Anciennes coulées de fond dues à la chaleur/pluie et l'humidification du manteau en orientation +/- sud.
26 décembre 2018 ,Vercors,E,Vercors ,45.1640,05.6264,pass. 45/50°,RAS.
26 décembre 2018 ,Beaufortain,S,Tarentaise ,45.5924,06.6708,35°,Rien de bien récent
26 décembre 2018 ,Belledonne,W,Grésivaudan ,45.12585,5.87897,court 35°,RAS
25 décembre 2018 ,Ecrins,S,Champsaur ,44.8265,06.1450,30,néant
25 décembre 2018 ,Beaufortain,NE,Beaufortain ,45.6855,06.5657,30,Rien
25 décembre 2018 ,Queyras - Alpes Cozie N,SW,Queyras ,44.71893,6.90379,35° soutenus,RAS
25 décembre 2018 ,Belledonne,E,Oisans ,45.20321,6.04034,35° à 38° sur 150 m sous le col,rien ne peut bouger!!!
25 décembre 2018 ,Beaufortain,E,,,,40° à l'épaule et sous le sommet,RAS PAs de coulées majeures observées
25 décembre 2018 ,Belledonne,S,Grésivaudan ,45.24319,5.979609,30° à 35° sur la fin,Neige transformée type printanière et parfois béton ....Rien ne bouge au moins jusqu'à 14H.... après on n'était plus là!
25 décembre 2018 ,Vercors,E,Trièves Dévoluy ,45.0189,05.6130,40 degrés max,RAS
25 décembre 2018 ,Beaufortain,T,Tarentaise ,45.5590,06.5241,30°/150m,RAS. Très bon regel nocturne. Puis ça reste bien dur au dessus de 2000 m avec le léger vent de NE. On n'a rien vu bouger.
25 décembre 2018 ,Ecrins,N,Champsaur ,44.6970,06.3225,"50°/200m, 45°/200, etroitures","néant, jusqu'à 2300m croute de regel plus ou moins portante due à la pluie, au dessus gros travail du vent, de la poudre tassée alterne avec du carton bien dur, un peu de verglas par endroit. Trés stable désormais"
24 décembre 2018 ,Préalpes de Digne,N,Haut-Verdon ,44.24028,6.61639,<30°, rien de récent
24 décembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,NE,Ubaye ,44.47228,6.723654,30° maxi,"rien vu, mais sûrement de nombreuses plaques déjà formées/en cours de formation, surtout versant nord à est"
24 décembre 2018 ,Mercantour - Alpes Maritimes Italiennes,T,Tinée ,44.18919,6.9289,35° pente sommitale,pas d'activitée récente.
24 décembre 2018 ,Belledonne,W,Grésivaudan ,45.12585,5.87897,Variable,ras
23 décembre 2018 ,Mercantour - Alpes Maritimes Italiennes,S,Vésubie ,44.11996,7.27398,30 à 35° sur 100m,néant
23 décembre 2018 ,Devoluy,E,Devoluy ,44.7203,05.8807,faible,RAS
23 décembre 2018 ,Mercantour - Alpes Maritimes Italiennes,W,Val Gesso et Vermenagna (Alpi Marittime) ,44.19955,7.591080,35° maxi,ras
23 décembre 2018 ,Ecrins,E,"Haute Durance, Briançonnais ",44.7421,06.4896,passages à 40°,"RAS ,sauf que ça transforme et ça chauffe bien en EST et en SUD"
23 décembre 2018 ,Beaufortain,NE,Beaufortain ,45.66282,6.551198,passages à 35°,"RAS aujourd'hui, mais pas mal de coulées en pentes suffisamment raides"
23 décembre 2018 ,Belledonne,W,Grésivaudan ,45.14037,5.88762,"45°/50m sur le final, généralement franchi à pied","RAS, tout est béton"
23 décembre 2018 ,Queyras - Alpes Cozie N,W,Queyras ,44.72739,6.87546,35° sur 100m,Néant dans le vallon de l'ourtet
23 décembre 2018 ,Mercantour - Alpes Maritimes Italiennes,S,Vésubie ,44.11996,7.27398,Faible,ras
23 décembre 2018 ,Chartreuse,SW,Chartreuse ,45.2890,5.7664,Faible,ras neige transfo pour la descente
23 décembre 2018 ,Taillefer - Matheysine,W,Matheysine et périphériques ,44.9728,05.8252,Faible,RAS
23 décembre 2018 ,Ecrins,E,Champsaur ,44.6628,06.3179,30° maxi,ras mais vers les crêtes de grande Autane les plaques habituelles sont parties.
23 décembre 2018 ,Queyras - Alpes Cozie N,W,Queyras ,44.82183,6.94309,30° max,RAS; de grosses accumulations dans les croupes orientées NE.
23 décembre 2018 ,Lauzière - Cheval Noir,E,Tarentaise ,45.47123,6.41270,"30°, passage un peu plus raide sur la fin.","Pas mal de coulées de samedi, rien vue ce dimanche"
22 décembre 2018 ,Lauzière - Cheval Noir,S,Maurienne ,45.2831,06.4064,30 ° maxi,ras
22 décembre 2018 ,Andorre - Ariège,T,,42.53207,1.700395,court 30° ,RAS
22 décembre 2018 ,Queyras - Alpes Cozie N,NW,Queyras ,44.82183,6.94309,faible,néant
22 décembre 2018 ,Ecrins,SE,"Haute Durance, Briançonnais ",44.7588,6.5291,30° maxi,RAS
22 décembre 2018 ,Mercantour - Alpes Maritimes Italiennes,S,Vésubie ,44.11325,7.289471,30° sur 100m,"RAS, juste des coulées de neige récente sur les versants Sud et dans les parties raides."
22 décembre 2018 ,Ecrins,SE,Champsaur ,44.6937,06.3706,passages à 40°,Nombreuses purges naturelles en toutes orientations. La plupart sous les barres rocheuses
21 décembre 2018 ,Mercantour - Alpes Maritimes Italiennes,N,Tinée ,44.28341,6.866776,35° maxi,"ras, la neige colle !"
21 décembre 2018 ,Ecrins,SE,Champsaur ,44.6867,06.2338,35° maxi,ras
20 décembre 2018 ,Chablais - Faucigny,W,Chablais ,46.2093,06.5761,Pente faible,RAS
20 décembre 2018 ,Devoluy,E,Champsaur ,44.6141,06.0812,30° maxi,RAS
20 décembre 2018 ,Ecrins,E,"Haute Durance, Briançonnais ",44.6807,06.5832,faible,RAS
20 décembre 2018 ,Chartreuse,T,Grésivaudan ,45.29762,5.84279,35°,ras
20 décembre 2018 ,Bornes - Aravis,SW,Borne-Fier ,45.80551,6.3777,faible,"RAS. Neige humide en bas, densifiée par le vent plus haut."
20 décembre 2018 ,Vercors,NW,Vercors ,45.04527,5.55928,30°,RAS (Pistes et hors pistes proches)
20 décembre 2018 ,Préalpes de Digne,E,Bléone ,44.24200,6.34861,Faible,RAS..................................
20 décembre 2018 ,Bornes - Aravis,NE,Vallée de l'Arve ,45.88834,6.62154,25/30°,"rien à signaler, le domaine est partiellement damé"
20 décembre 2018 ,Chartreuse,SW,Grésivaudan ,45.29762,5.84279,40-45° sur 150 m,RAS
20 décembre 2018 ,Belledonne,W,Grésivaudan ,45.14037,5.88762,"45°/50m sur le final, généralement franchi à pied",néant
20 décembre 2018 ,Lauzière - Cheval Noir,S,Maurienne ,45.5387,06.3727,"37°/250m, passages à 40°",RAS
20 décembre 2018 ,Devoluy,NE,Devoluy ,44.6672,05.8579,30°,ras
20 décembre 2018 ,Bauges,E,Bauges ,45.70667,6.29861,courts passages à 35°,RAS. Plaque visible juste sous le sommet de la petite Sambuy entre les rochers.
20 décembre 2018 ,Chartreuse,W,Chartreuse ,45.3154,05.8090,30° max,RAS. dernière chute tombée sans vent
20 décembre 2018 ,Belledonne,NW,Grésivaudan ,45.3936,6.1279,Faible,RAS
20 décembre 2018 ,Bornes - Aravis,SE,Borne-Fier ,45.9763,06.4559,30° max,ras
20 décembre 2018 ,Bornes - Aravis,NW,Borne-Fier ,45.88353,6.42919,30° sous le sommet,RAS
18 décembre 2018 ,Mont Blanc,N,Valais Central ,46.0314,07.1075,48°/100 et 38°/400m,RAS
18 décembre 2018 ,Alpes Grées N,T,Tarentaise ,45.5462,06.9133,200m à 40° dans le couloir Ouest,Rien à signaler pendant la randonnée. Quelques coulées de surfaces dans les pentes raides en sud. Nous avons fait attention aux éventuelles plaques dans la pente sous le sommet (entre 2900m et 3050m); rien n'a bougé et l'ensemble paraît sain.
18 décembre 2018 ,Chablais - Faucigny,NE,Faucigny ,46.1529,6.6619,20,RAS
18 décembre 2018 ,Lauzière - Cheval Noir,SE,Tarentaise ,45.4991,06.4317,32°/250m,RAS
18 décembre 2018 ,Belledonne,NW,Grésivaudan ,45.43083,6.18167,Passages à 30°,Le vent a déjà bien oeuvré. Gros doute nivologique dans le couloir sud-ouest. Nous avons réalisé un test du bloc glissant : 20cm de poudre dense sur 50 à 70cm de neige sans cohésion. Le bloc n'est pas parti de lui même mais par une faible compression : demi-tour ! Rien vu bouger sinon ce jour même si des pentes paraissaient chargées !
18 décembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,N,Embrunais ,44.65483,6.61664,inf. à 30°,RAS mais grosses corniches de neige au belvédère
18 décembre 2018 ,Vorarlberg Allgau,SE,,47.53919,10.41463,<30°,ras
18 décembre 2018 ,Belledonne,W,Grésivaudan ,45.14037,5.88762,court 35°,RAS
18 décembre 2018 ,Belledonne,W,Grésivaudan ,45.24319,5.979609,38°/100m,ras
18 décembre 2018 ,Ecrins,T,"Haute Durance, Briançonnais ",44.87937,6.589897,35° maxi,RAS
18 décembre 2018 ,Queyras - Alpes Cozie N,S,"Haute Durance, Briançonnais ",44.85518,6.72729,pente faible,rien vu. Attention corniches.
18 décembre 2018 ,Bornes - Aravis,SW,Borne-Fier ,45.80551,6.3777,faible,"RAS pour l' instant mais gros transport de neige sur toutes les crêtes (Porthets, Charvin, ...)"
18 décembre 2018 ,Bornes - Aravis,E,Faucigny ,46.0455,06.4436,large et tranquille,ras
18 décembre 2018 ,Chartreuse,W,Chartreuse ,45.2890,5.7664,30° maxi,RAS
17 décembre 2018 ,Ecrins,E,"Haute Durance, Briançonnais ",44.8277,6.4844,30° maxi,RAS
17 décembre 2018 ,Queyras - Alpes Cozie N,NE,"Haute Durance, Briançonnais ",44.85518,6.72729,30° max,RAS
17 décembre 2018 ,Jura,SE,,46.24784,5.957915,25°,RAS
17 décembre 2018 ,Ecrins,S,Champsaur ,44.6891,06.1663,30°,"ça a un peu purgé, rien de méchant. un peu d'accu derrière le col de la pisse, là non plus pas de pbm à notre avis."
17 décembre 2018 ,Bornes - Aravis,NW,Borne-Fier ,45.90293,006.4261,30°,ras sur ce parcours.
16 décembre 2018 ,Lauzière - Cheval Noir,E,Tarentaise ,45.5899,06.4317,30° maxi (hors forêt),"RAS samedi, seulement quelques petits escargots partis au contact des rochers en faces raides orientées Sud (sous la Dent du Corbeau). Manteau très humide dimanche jusqu'à l'altitude atteinte (1800 m). Attention au dessus, il y a probablement une couche de neige récente qui repose (au moins dans les orientations E, N et O) sur de la neige à faible cohésion (on skiait dans du ""sucre"" le samedi)."
16 décembre 2018 ,Mercantour - Alpes Maritimes Italiennes,T,Tinée ,44.18351,7.162377,40°/45° sur 100m pour le final ,néant
16 décembre 2018 ,Vosges,T,,48.03424,7.045723,30 à 50°,"aucune ,des soufflées des corniches en formations ,une visibilité presque nul"
16 décembre 2018 ,Chablais - Faucigny,W,Faucigny ,46.1726,6.63,faible,RAS/aucune trace de coulée
16 décembre 2018 ,Belledonne,NW,Grésivaudan ,45.14037,5.88762,40°,RAS.
16 décembre 2018 ,Ecrins,NE,"Oisans Haute Durance, Briançonnais ",45.0332,6.4037,Passages à 30°,RAS
16 décembre 2018 ,Bauges,NE,Bauges ,45.64251,6.063981,faible,rien vu
15 décembre 2018 ,Chablais - Faucigny,E,Faucigny ,46.1613,06.5568,35° maximum,rien à signaler.
15 décembre 2018 ,Valais W - Alpes Pennines W,NW,Valais Central ,46.04208,7.274901,S4 puis S3,rien du tout
15 décembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,NE,Ubaye ,44.39083,6.7775,30° maxi,RAS
15 décembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,NE,Ubaye ,44.47228,6.723654,30° maxi,RAS sur l'iti. Accu et corniches sur les versants N en face
15 décembre 2018 ,Haut Giffre - Aiguilles Rouges,W,Faucigny ,46.1125,06.7503,30°,RAS/Gobelets et face plane bonne couche.
15 décembre 2018 ,Taillefer - Matheysine,NW,Matheysine et périphériques ,45.0323,05.8576,25° sur 200m,RAS
15 décembre 2018 ,Grandes Rousses - Arves,SW,Oisans ,45.0723,06.1732,S2,RAS.
15 décembre 2018 ,Vercors,SE,Trièves Dévoluy ,44.9900,05.5950,passages à 45°,RAS
15 décembre 2018 ,Lauzière - Cheval Noir,S,Maurienne ,45.5387,06.3727,35° sous le sommet,"RAS ce jour, mis à part la plaque de la veille observée dans la pente Est directement sous le sommet."
15 décembre 2018 ,Chablais - Faucigny,S,Faucigny ,46.1613,06.5568,30° sur 100 mètres sous le sommet,RAS
15 décembre 2018 ,Vorarlberg Allgau,SW,,47.39931,10.79089,30°,ras
15 décembre 2018 ,Belledonne,E,Grésivaudan ,45.24319,5.979609,"30°/100m, plus raide directement sous le sommet",RAS
15 décembre 2018 ,Haut Giffre - Aiguilles Rouges,W,Vallée de l'Arve ,46.02480,6.645119,35° max,RAS
15 décembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,N,Val Stura ,44.41719,6.905819,30° maxi,RAS
15 décembre 2018 ,Belledonne,W,Grésivaudan ,45.43083,6.18167,40° sur 100m,RAS sur tout l'itinéraire
15 décembre 2018 ,Belledonne,N,Grésivaudan ,45.2620,6.0481,45° (vers la fin),RAS ce jour...
15 décembre 2018 ,Lauzière - Cheval Noir,E,Tarentaise ,45.4991,06.4317,35° maxi,rien observé d'inquiétant.
15 décembre 2018 ,Belledonne,NW,Grésivaudan ,45.3936,6.1279,Faible,ras
15 décembre 2018 ,Belledonne,T,Grésivaudan ,45.3936,6.1279,"30°, passages à 35°",Ras ce jour. Une petite plaque partie à la base  Nord du grand Charnier.
15 décembre 2018 ,Bornes - Aravis,NW,Borne-Fier ,45.910723,6.46670,35° sur les 100 derniers mètres,RAS
15 décembre 2018 ,Belledonne,W,Grésivaudan ,45.12585,5.87897,Variable,Rien du tout - les crêtes sont un peu gelées et très peu de glace - neige froide et compacte - quelques requins sur le parcours mais bien visible / donc pas de touchettes
15 décembre 2018 ,Belledonne,NE,Grésivaudan ,45.29704,6.07915,40° / 250 m,RAS
15 décembre 2018 ,Cerces - Thabor - Mont Cenis,T,Maurienne ,45.12068,6.417346,45°/180m,"RAS, mais de belles accumulations...."
15 décembre 2018 ,Bornes - Aravis,NW,Borne-Fier ,45.8790,06.4511,35° les 250m sous le sommet,RAS
15 décembre 2018 ,Beaufortain,T,Tarentaise ,45.5924,06.6708,35° sur 50m,RAS
15 décembre 2018 ,Bornes - Aravis,NW,Borne-Fier ,45.9231,06.4836,>35°/150m.,Ras
15 décembre 2018 ,Belledonne,N,Grésivaudan ,45.24319,5.979609,40° sur 200m,Plaques dures dans les endroits soufflés. Des surfaces verglacées réapparaissaient parfois en face ouest. Belles accumulations provoquées par la tempête de dimanche dernier ! Rien n'a bougé ce jour.
15 décembre 2018 ,Ecrins,SE,"Haute Durance, Briançonnais ",44.7588,6.5291,30° maxi,RAS
15 décembre 2018 ,Belledonne,N,Grésivaudan ,45.24319,5.979609,45°/200m (passages plus raides),Bons gros sluffs dans le raide mais sinon ras.
15 décembre 2018 ,Mercantour - Alpes Maritimes Italiennes,SE,Tinée ,44.18351,7.162377,35° sur 250m,ras
15 décembre 2018 ,Queyras - Alpes Cozie N,S,Ubaye ,44.58583,6.82528,42° sur 150m - 35° sur 1000m,RAS......................................................
15 décembre 2018 ,Belledonne,N,Grésivaudan ,45.28252,6.074538,45° sur 100m,RAS
15 décembre 2018 ,Lauzière - Cheval Noir,NE,Tarentaise ,45.47123,6.41270,40/100m,"RAS, des plaques déjà partis en NE les j précédents au dessus de 2500m."
15 décembre 2018 ,Vanoise,W,Maurienne ,45.2513,06.4721,30°,"RAS, mais des petites plaques de surfaces de 10/15 cm déclenchées, surface 50/100 m2 environ, en orientation SW"
15 décembre 2018 ,Bornes - Aravis,N,Borne-Fier ,45.8723,06.4645,35-40° sur 250m,"Rien a signaler, si ce n'est quelques petites zonnes plaquees sur une dizaine de cms en surface, pas de quoi s'affoler ."
15 décembre 2018 ,Beaufortain,S,Tarentaise ,45.6297,06.4799,passages à 40°,ras. Quelques petites coulees lourdes en faces Sud
15 décembre 2018 ,Ecrins,N,Champsaur ,44.7379,06.2479,32° sur 800m,RAS
15 décembre 2018 ,Bornes - Aravis,N,Faucigny ,46.0296,06.5727,30° max,Ras
14 décembre 2018 ,Alpes Grées S,S,Maurienne ,45.3738,07.0528,40-45° max,RAS
14 décembre 2018 ,Préalpes de Digne,E,Haut-Verdon ,44.29611,6.56972,20°,rien de récent
14 décembre 2018 ,Queyras - Alpes Cozie N,NW,Queyras ,44.69759,6.85885,30° maxi,RAS. Quelques plaques dures peu étendues reposant sur de la neige sans cohésion. Des grains anguleux dans la couche superficielle.
14 décembre 2018 ,Lauzière - Cheval Noir,E,Tarentaise ,45.5899,06.4317,30° maxi (hors forêt),RAS
14 décembre 2018 ,Queyras - Alpes Cozie N,NW,Queyras ,44.71893,6.90379,passages 35°,Ras
14 décembre 2018 ,Beaufortain,NE,Beaufortain ,45.6855,06.5657,30,ras
14 décembre 2018 ,Belledonne,SW,Grésivaudan ,45.10556,5.87534,30 sur de brefs passages,RAS
14 décembre 2018 ,Bornes - Aravis,NW,Faucigny ,46.0296,06.5727,>35°/350 passages étroits dans la forêt,RAS
14 décembre 2018 ,Belledonne,W,Grésivaudan ,45.12585,5.87897,court 35°,RAS
14 décembre 2018 ,Beaufortain,NW,Vallée de l'Arve ,45.8641,6.6881,30-35 max,RAS
14 décembre 2018 ,Belledonne,N,Grésivaudan ,45.24319,5.979609,45°/200m (passages plus raides),RAS
14 décembre 2018 ,Ecrins,E,"Haute Durance, Briançonnais ",44.8552,06.4803,30° maxi,ras
13 décembre 2018 ,Belledonne,W,Grésivaudan ,45.2505,5.9930,40° sur 100 m,RAS.
13 décembre 2018 ,Chartreuse,E,Chartreuse ,45.30942,5.768852,"faible, sauf un passage de 100m à 30°",RAS
13 décembre 2018 ,Haut Giffre - Aiguilles Rouges,NW,Vallée de l'Arve ,46.0211,6.6899,peut-être un petit passage à 35°,Ras
13 décembre 2018 ,Chartreuse,SW,Chartreuse ,45.33112,5.84682,Passages 30-35°,ras
13 décembre 2018 ,Lauzière - Cheval Noir,E,Tarentaise ,45.47123,6.41270,"30°, passage un peu plus raide sur la fin.","RAS sur l'itinéraire. Quelques reptations et coulées sur les faces raides au Sud, en dessous de 2000m"
13 décembre 2018 ,Belledonne,NE,Grésivaudan ,45.24319,5.979609,45°/100m et 50°/50m,Sous le Col de la Scia des accumulations densifiées par le vent en est. Le bas des pentes du couloir sont chargées et ça lâche bien du sluff mais rien de plus.
13 décembre 2018 ,Chartreuse,T,Chartreuse ,45.35508,5.78776,35°/100m,RAS
13 décembre 2018 ,Bauges,NW,Bauges ,45.7137,06.2753,35°,RAS
13 décembre 2018 ,Ecrins,E,"Haute Durance, Briançonnais ",44.8277,6.4844,30° maxi,ras
13 décembre 2018 ,Belledonne,E,Grésivaudan ,45.24319,5.979609,"Départ à 45°, puis 40° sur 200m",ras
12 décembre 2018 ,Belledonne,N,Grésivaudan ,45.14037,5.88762,30,"Rien vu de particulier, quelques belles accumulations sous la croix."
12 décembre 2018 ,Jura,SE,,46.24784,5.957915,25°,ras
12 décembre 2018 ,Chartreuse,SW,Grésivaudan ,45.29762,5.84279,40-45° sur 150 m,RAS
12 décembre 2018 ,Chartreuse,W,Chartreuse ,45.3674,05.8409,faible,RAS
12 décembre 2018 ,Chablais - Faucigny,NW,Faucigny ,46.1613,06.5568,30°-35° max,ras
12 décembre 2018 ,Lauzière - Cheval Noir,S,Maurienne ,45.5387,06.3727,35° sous le sommet,RAS
12 décembre 2018 ,Chartreuse,T,Chartreuse ,45.33112,5.84682,35 sur 300m,rien observé...
11 décembre 2018 ,Bornes - Aravis,NW,Borne-Fier ,45.90293,006.4261,30°,RAS
11 décembre 2018 ,Bauges,E,Bauges ,45.70667,6.29861,courts passages à 35°,RAS
11 décembre 2018 ,Ecrins,S,Champsaur ,44.6937,06.3706,passages à 30°,"Wouff et accu suspecte à la sortie du Chapeau, reste d'une plaque partie dans un talus assez quelconque vers 2400m, rien vu d'autre, étonnamment.... Visiblement pas mal de transport de neige dimanche et lundi."
11 décembre 2018 ,Belledonne,NE,Grésivaudan ,45.265061,6.01509,30°,"Rien vu, quelques corniches en haut."
11 décembre 2018 ,Grandes Rousses - Arves,SE,Maurienne ,45.2058,06.4194,35°/40° à la fin,"Rien vu, mais un bon gros Wouff de bienvenue (comme dirait Alpaga) sur le plat avant le sommet d'Emy"
11 décembre 2018 ,Bornes - Aravis,NW,Faucigny ,46.0296,06.5727,>35°/350 passages étroits dans la forêt,ras
11 décembre 2018 ,Bornes - Aravis,NE,Vallée de l'Arve ,45.88834,6.62154,25/30°,ras
11 décembre 2018 ,Bornes - Aravis,NW,Borne-Fier ,45.9702,6.4518,max 35°,RAS
11 décembre 2018 ,Belledonne,SW,Grésivaudan ,45.24319,5.979609,35° court,RAS mais grosses accumulations dès la sortie de la forêt donc méfiance dans les pentes raides du secteur.
11 décembre 2018 ,Haut Giffre - Aiguilles Rouges,W,Vallée de l'Arve ,46.02480,6.645119,35° max,néant
11 décembre 2018 ,Chartreuse,W,Chartreuse ,45.3674,05.8409,faible,ras
11 décembre 2018 ,Chablais - Faucigny,NW,Faucigny ,46.1613,06.5568,30°-35° max,rien vu
11 décembre 2018 ,Beaufortain,NE,Beaufortain ,45.6723,6.5401,pente faible,RAS
